0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.03 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.05 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.07 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.08 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.09 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.11 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.12 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.13 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.14 0 0 0 0 0 0 0 0 0 0 0 0 0 1
0.15 0 0 0 0 0 3 1 1 0 4 3 4 8 12
0.16 0 2 1 1 3 3 5 12 13 13 14 16 16 16
0.17 2 10 11 9 15 14 16 16 16 16 16 16 16 16
0.18 9 13 16 15 16 16 16 16 16 16 16 16 16 16
0.19 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.2 15 16 16 16 16 16 16 16 16 16 16 16 16 16
0.21 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.22 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.23 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.24 15 16 16 16 16 16 16 16 16 16 16 16 16 16
0.25 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.26 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.27 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.28 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.29 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.3 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.31 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.32 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.33 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.34 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.35 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.36 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.37 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.38 16 0 16 16 16 16 16 16 16 16 16 16 16 16
0.39 16 16 16 16 16 0 16 16 0 16 16 16 16 16
0.4 16 16 16 16 0 16 16 16 16 16 16 16 16 16
0.41 16 16 16 16 16 16 16 0 16 16 16 16 16 16
0.42 0 2 16 16 0 16 16 16 16 16 16 16 16 16
0.43 16 0 16 16 16 0 16 16 16 16 16 16 0 0
0.44 16 0 16 0 2 16 16 0 16 16 16 16 16 0
0.45 16 0 16 0 16 16 0 16 16 16 16 16 16 16
0.46 16 16 5 16 16 0 0 1 0 4 1 2 0 0
0.47 1 1 1 16 0 16 0 16 0 0 2 0 0 16
0.48 1 1 16 0 16 6 12 0 16 0 0 0 0 0
0.49 0 1 2 0 1 7 1 16 0 0 1 2 5 5
0.5 4 3 0 0 1 0 16 0 0 0 5 5 0 3
0.51 6 0 1 0 0 1 0 1 0 0 1 6 3 0
0.52 0 3 0 0 0 0 0 0 0 1 0 1 0 1
0.53 4 3 16 0 0 0 0 0 16 0 3 4 3 1
0.54 0 0 0 0 0 0 0 1 4 4 0 0 0 0
0.55 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.56 0 1 0 0 0 0 0 0 0 0 0 0 1 0
0.57 0 0 0 2 0 1 0 0 1 0 0 0 0 0
0.58 0 0 0 1 0 0 0 0 0 0 2 0 0 0
0.59 0 1 0 0 0 0 2 0 0 0 0 0 0 2
0.6 0 0 0 0 0 1 0 0 0 0 1 0 0 1
0.61 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0.62 0 0 0 0 1 0 0 0 0 0 0 0 0 0
0.63 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.64 0 0 0 0 0 0 0 0 0 0 0 0 1 0
0.65 0 0 0 0 0 1 0 0 0 0 0 0 0 0
0.66 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.67 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.68 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.69 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.71 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.72 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.73 0 0 1 0 0 0 0 0 0 0 0 0 0 0
0.74 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.76 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.77 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.78 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.79 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.81 0 0 0 1 0 0 0 0 0 0 0 0 0 0
0.82 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.83 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.84 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.85 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.86 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.87 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.88 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.89 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.91 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.92 0 0 0 0 0 0 0 1 0 0 0 0 0 0
0.93 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.94 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.95 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.96 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.97 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.98 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.99 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
